taxon_name	ref_id	sh_id	rep	taxonomy	taxon_name_sh
32	Agaricales_sp	UDB0896463	SH1124928.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Agaricales_gen_Incertae_sedis;s__Agaricales_sp	Agaricales_sp_SH1124928.09FU
33	Fusarium_pseudensiforme	JF433037	SH1079718.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_pseudensiforme	Fusarium_pseudensiforme_SH1079718.09FU
34	Pythiaceae_sp	AB512977	SH1187149.09FU	reps	k__Stramenopila;p__Oomycota;c__Oomycetes;o__Pythiales;f__Pythiaceae;g__Pythiaceae_gen_Incertae_sedis;s__Pythiaceae_sp	Pythiaceae_sp_SH1187149.09FU
35	Rhizophydiales_sp	UDB06469855	SH1209399.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp	Rhizophydiales_sp_SH1209399.09FU
36	Kickxellomycota_sp	UDB0340342	SH1329011.09FU	reps	k__Fungi;p__Kickxellomycota;c__Kickxellomycota_cls_Incertae_sedis;o__Kickxellomycota_ord_Incertae_sedis;f__Kickxellomycota_fam_Incertae_sedis;g__Kickxellomycota_gen_Incertae_sedis;s__Kickxellomycota_sp	Kickxellomycota_sp_SH1329011.09FU
37	Spathidium_sp	UDB07359122	SH1051374.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Spathidium;s__Spathidium_sp	Spathidium_sp_SH1051374.09FU
38	Cercozoa_sp	UDB0457535	SH1185016.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1185016.09FU
39	Fusarium_haematococcum	JF433035	SH1445051.09FU	refs_singleton	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_haematococcum	Fusarium_haematococcum_SH1445051.09FU
40	Triscelophorus_sp	UDB06732142	SH0916782.09FU	reps	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Triscelophorus;s__Triscelophorus_sp	Triscelophorus_sp_SH0916782.09FU
41	Helotiales_sp	GU055724	SH0975525.09FU	refs	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp	Helotiales_sp_SH0975525.09FU
42	Phallus_rugulosus	UDB04517492	SH0947281.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Phallus;s__Phallus_rugulosus	Phallus_rugulosus_SH0947281.09FU
43	Mucor_hiemalis	UDB04966420	SH1270676.09FU	reps	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_hiemalis	Mucor_hiemalis_SH1270676.09FU
44	Disciseda_cervina	MN338569	SH0948384.09FU	reps	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Disciseda;s__Disciseda_cervina	Disciseda_cervina_SH0948384.09FU
45	Humicola_repens	MH444275	SH2143709.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_repens	Humicola_repens_SH2143709.09FU
46	Mortierella_sp	UDB0578238	SH1174856.09FU	reps	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp	Mortierella_sp_SH1174856.09FU
47	Fungi_sp	MN603006	SH0933502.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0933502.09FU
48	Rhizophydiaceae_sp	UDB06437846	SH0908777.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydiaceae_gen_Incertae_sedis;s__Rhizophydiaceae_sp	Rhizophydiaceae_sp_SH0908777.09FU
49	Helicotylenchus_sp	UDB03301238	SH1006376.09FU	reps	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Helicotylenchus;s__Helicotylenchus_sp	Helicotylenchus_sp_SH1006376.09FU
50	Bipolaris_sp	HE820842	SH0984654.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_sp	Bipolaris_sp_SH0984654.09FU
51	Ascomycota_sp	HM162090	SH1009332.09FU	reps	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp	Ascomycota_sp_SH1009332.09FU
52	Nectriaceae_sp	KX788197	SH0994942.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp	Nectriaceae_sp_SH0994942.09FU
53	Onygenales_sp	HG328122	SH0945181.09FU	reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp	Onygenales_sp_SH0945181.09FU
54	Apicomplexa_sp	UDB01184146	SH1048837.09FU	reps	k__Alveolata;p__Apicomplexa;c__Apicomplexa_cls_Incertae_sedis;o__Apicomplexa_ord_Incertae_sedis;f__Apicomplexa_fam_Incertae_sedis;g__Apicomplexa_gen_Incertae_sedis;s__Apicomplexa_sp	Apicomplexa_sp_SH1048837.09FU
55	Rhizophlyctis_sp	UDB06412835	SH1067624.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_sp	Rhizophlyctis_sp_SH1067624.09FU
56	Corynespora_cassiicola	KF266781	SH0978221.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Corynesporascaceae;g__Corynespora;s__Corynespora_cassiicola	Corynespora_cassiicola_SH0978221.09FU
57	Bryophyllum_sp	UDB0667938	SH1052602.09FU	reps	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Spathidiidae;g__Bryophyllum;s__Bryophyllum_sp	Bryophyllum_sp_SH1052602.09FU
58	Trichocladium_crispatum	LT993636	SH3926352.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Trichocladium;s__Trichocladium_crispatum	Trichocladium_crispatum_SH3926352.09FU
59	Eukaryota_sp	UDB0583421	SH1142925.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1142925.09FU
60	Fungi_sp	MZ448583	SH0994959.09FU	reps	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	Fungi_sp_SH0994959.09FU
61	Chromocleista_sp	FJ430751	SH0906985.09FU	reps	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Chromocleista;s__Chromocleista_sp	Chromocleista_sp_SH0906985.09FU
62	Tausonia_pullulans	AF444417	SH1071204.09FU	refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans	Tausonia_pullulans_SH1071204.09FU
63	Plectosphaerella_slobbergiarum	MW883443	SH3177798.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_slobbergiarum	Plectosphaerella_slobbergiarum_SH3177798.09FU
64	Trichoderma_turrialbense	EU330945	SH0961471.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_turrialbense	Trichoderma_turrialbense_SH0961471.09FU
65	Euglenozoa_sp	UDB05386208	SH1118664.09FU	reps	k__Euglenozoa;p__Euglenozoa_phy_Incertae_sedis;c__Euglenozoa_cls_Incertae_sedis;o__Euglenozoa_ord_Incertae_sedis;f__Euglenozoa_fam_Incertae_sedis;g__Euglenozoa_gen_Incertae_sedis;s__Euglenozoa_sp	Euglenozoa_sp_SH1118664.09FU
66	Sagenomella_oligospora	LT633929	SH0997120.09FU	refs	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__Sagenomella_oligospora	Sagenomella_oligospora_SH0997120.09FU
67	Rhizophydiales_sp	UDB06473178	SH1209410.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp	Rhizophydiales_sp_SH1209410.09FU
68	Rhizophlyctidales_sp	UDB06395513	SH1265123.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidales_fam_Incertae_sedis;g__Rhizophlyctidales_gen_Incertae_sedis;s__Rhizophlyctidales_sp	Rhizophlyctidales_sp_SH1265123.09FU
69	Helotiales_sp	UDB02941416	SH0962969.09FU	reps	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp	Helotiales_sp_SH0962969.09FU
70	Fusarium_solani	KT899477	SH0937619.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_solani	Fusarium_solani_SH0937619.09FU
71	Tetragoniomycetaceae_sp	UDB05478668	SH1102023.09FU	reps	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Tetragoniomycetaceae;g__Tetragoniomycetaceae_gen_Incertae_sedis;s__Tetragoniomycetaceae_sp	Tetragoniomycetaceae_sp_SH1102023.09FU
72	Rhizophydiales_sp	UDB06450673	SH1277881.09FU	reps	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Rhizophydiales_gen_Incertae_sedis;s__Rhizophydiales_sp	Rhizophydiales_sp_SH1277881.09FU
73	Pseudophialocephala_humicola	AF486131	SH0979722.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Pseudophialocephala;s__Pseudophialocephala_humicola	Pseudophialocephala_humicola_SH0979722.09FU
74	Pleosporales_sp	HE820818	SH0965597.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp	Pleosporales_sp_SH0965597.09FU
75	Ascomycota_sp	UDB035498	SH1201889.09FU	reps	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp	Ascomycota_sp_SH1201889.09FU
76	Niesslia_mucida	MG826989	SH1078447.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;s__Niesslia_mucida	Niesslia_mucida_SH1078447.09FU
77	Helicotylenchus_sp	KM506864	SH1006381.09FU	reps	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Helicotylenchus;s__Helicotylenchus_sp	Helicotylenchus_sp_SH1006381.09FU
78	Eukaryota_sp	UDB05819802	SH1119365.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1119365.09FU
79	Eukaryota_sp	UDB0383766	SH1091676.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1091676.09FU
80	Cercozoa_sp	UDB0739714	SH1130005.09FU	reps	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp	Cercozoa_sp_SH1130005.09FU
81	Ustilago_sp	KF800126	SH1146176.09FU	reps	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__Ustilago_sp	Ustilago_sp_SH1146176.09FU
82	Solicoccozyma_aeria	AF145324	SH1334237.09FU	refs	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_aeria	Solicoccozyma_aeria_SH1334237.09FU
83	Pseudothielavia_arxii	MK926830	SH0881440.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Pseudothielavia;s__Pseudothielavia_arxii	Pseudothielavia_arxii_SH0881440.09FU
84	Mariannaea_punicea	MH857604	SH2333476.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Mariannaea;s__Mariannaea_punicea	Mariannaea_punicea_SH2333476.09FU
85	Fusicolla_septimanifiniscientiae	MK069422	SH3920575.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_septimanifiniscientiae	Fusicolla_septimanifiniscientiae_SH3920575.09FU
86	Pyrenochaetopsis_leptospora	JF740262	SH0994498.09FU	refs	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora	Pyrenochaetopsis_leptospora_SH0994498.09FU
87	Pyrenochaeta_sp	UDB05787445	SH0898088.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__Pyrenochaeta_sp	Pyrenochaeta_sp_SH0898088.09FU
88	Pleosporales_sp	UDB05029361	SH1034430.09FU	reps	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleosporales_gen_Incertae_sedis;s__Pleosporales_sp	Pleosporales_sp_SH1034430.09FU
89	Neocosmospora_rubicola	KM231800	SH3195171.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neocosmospora;s__Neocosmospora_rubicola	Neocosmospora_rubicola_SH3195171.09FU
90	Ramophialophora_humicola	FM955449	SH0968847.09FU	refs	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Bombardiaceae;g__Ramophialophora;s__Ramophialophora_humicola	Ramophialophora_humicola_SH0968847.09FU
91	Eukaryota_sp	UDB0314155	SH1008846.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1008846.09FU
92	Eukaryota_sp	UDB01723196	SH1191700.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1191700.09FU
93	Eukaryota_sp	UDB01711157	SH1147441.09FU	reps	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp	Eukaryota_sp_SH1147441.09FU
94	Conioscypha_bambusicola	LC228645	SH2114567.09FU	refs_singleton	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Conioscyphales;f__Conioscyphaceae;g__Conioscypha;s__Conioscypha_bambusicola	Conioscypha_bambusicola_SH2114567.09FU
95	Classiculales_sp	UDB0482515	SH0942590.09FU	reps	k__Fungi;p__Basidiomycota;c__Classiculomycetes;o__Classiculales;f__Classiculales_fam_Incertae_sedis;g__Classiculales_gen_Incertae_sedis;s__Classiculales_sp	Classiculales_sp_SH0942590.09FU
96	Chaetomiaceae_sp	UDB03429203	SH1240735.09FU	reps	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomiaceae_gen_Incertae_sedis;s__Chaetomiaceae_sp	Chaetomiaceae_sp_SH1240735.09FU
97	Operculomyces_laminatus	DQ485617	SH1166118.09FU	refs	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Operculomyces;s__Operculomyces_laminatus	Operculomyces_laminatus_SH1166118.09FU
